pc_time,line
1790312476.742218,"CSI_DATA,136,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4762005,0,83,0,128,1,""[83,-80,4,0,-12,-38,-14,-35,-14,-32,-14,-27,-13,-21,-10,-16,-6,-11,-2,-7,3,-4,9,-1,14,1,19,0,24,0,27,0,29,-1,30,-2,30,-3,29,-3,26,-2,23,-1,18,1,13,3,8,4,2,5,-2,6,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,19,-4,16,-1,11,2,6,4,-1,6,-7,8,-14,9,-20,10,-25,11,-29,12,-32,12,-33,13,-32,14,-31,15,-28,15,-24,14,-19,12,-15,9,-10,5,-6,0,-3,-6,-1,-13,0,-19,-1,-26,-2,-31,-4,-34]"""
1790312476.752767,"CSI_DATA,137,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4770756,0,83,0,128,1,""[83,-80,4,0,-24,28,-22,28,-18,27,-15,24,-11,20,-8,14,-5,8,-4,2,-4,-4,-4,-10,-5,-16,-7,-20,-9,-23,-11,-26,-12,-27,-13,-27,-13,-26,-12,-25,-10,-22,-7,-19,-4,-15,-1,-11,2,-7,5,-2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,-20,-9,-16,-10,-11,-9,-5,-8,1,-6,7,-3,12,1,18,4,22,7,26,9,29,11,31,12,32,11,31,10,29,8,26,6,22,4,17,3,11,2,4,3,-3,4,-9,6,-15,10,-20,13,-23,17,-25,21]"""
1790312476.753027,"CSI_DATA,138,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4782818,0,83,0,128,1,""[83,-80,4,0,-6,-38,-8,-36,-8,-33,-9,-28,-8,-23,-7,-18,-5,-12,-2,-7,2,-3,7,1,11,4,16,6,20,7,23,9,25,9,27,8,27,8,26,8,24,8,21,8,17,8,12,8,7,7,2,6,-2,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,15,-7,13,-4,8,0,3,3,-3,5,-9,8,-15,10,-21,11,-25,12,-29,13,-31,14,-31,14,-30,15,-28,16,-25,15,-22,14,-18,11,-13,8,-9,4,-5,-1,-1,-7,1,-13,2,-19,3,-25,2,-30,1,-33]"""
1790312476.758438,"CSI_DATA,139,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4790608,0,83,0,128,1,""[83,-80,4,0,1,-38,-1,-36,-2,-34,-3,-29,-4,-24,-4,-18,-2,-12,0,-6,3,-1,7,4,11,7,15,10,19,12,22,13,24,14,25,14,25,13,24,13,22,12,18,11,14,10,9,9,4,7,-1,5,-5,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,18,-5,15,-2,11,1,5,3,-1,5,-7,6,-14,7,-20,7,-25,8,-29,8,-32,8,-33,9,-33,10,-31,11,-29,11,-25,10,-21,9,-16,6,-10,3,-5,-1,-1,-6,3,-12,5,-18,7,-24,7,-29,7,-33]"""
1790312476.799881,"CSI_DATA,140,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4831056,0,83,0,128,1,""[83,-80,4,0,37,7,36,4,33,2,29,0,24,-1,18,-2,13,-1,7,0,1,3,-4,6,-8,9,-12,13,-14,17,-15,20,-16,22,-17,24,-17,24,-17,23,-17,21,-16,18,-14,14,-12,10,-10,5,-8,1,-6,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,17,-3,13,-5,8,-5,2,-6,-5,-5,-11,-5,-17,-4,-23,-4,-28,-3,-31,-3,-34,-4,-35,-5,-35,-6,-33,-6,-30,-7,-26,-6,-21,-4,-16,-2,-11,2,-5,6,0,11,4,16,7,22,10,27,11,31,12]"""
1790312476.813314,"CSI_DATA,141,98:77:e7:2d:f8:74,-51,11,1,4,0,1,1,0,1,0,0,-96,0,1,0,4834299,0,83,0,128,1,""[83,-80,4,0,4,31,5,30,6,27,7,23,6,18,4,13,2,8,-1,3,-5,-1,-9,-4,-13,-6,-17,-7,-21,-8,-23,-8,-24,-8,-25,-7,-24,-7,-22,-6,-19,-6,-16,-7,-11,-6,-7,-6,-2,-6,2,-5,6,-3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-20,6,-18,4,-15,1,-11,-2,-6,-3,0,-5,5,-6,11,-7,16,-8,20,-10,23,-11,25,-12,26,-13,25,-14,23,-14,21,-13,17,-12,13,-10,9,-7,5,-3,2,2,-1,8,-3,13,-3,19,-2,24,-2,27]"""
1790312476.813615,"CSI_DATA,142,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4836656,0,83,0,128,1,""[83,-80,4,0,-28,26,-25,26,-22,26,-18,24,-14,20,-10,15,-7,10,-5,3,-4,-3,-4,-9,-5,-14,-6,-19,-8,-22,-10,-25,-11,-27,-12,-27,-12,-27,-12,-26,-10,-24,-8,-21,-5,-18,-2,-14,1,-10,3,-5,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-4,-16,-14,-12,-13,-7,-11,-1,-8,4,-4,9,0,13,5,18,9,21,13,24,16,26,18,28,19,29,18,29,16,27,14,24,11,20,8,15,6,10,5,3,4,-4,4,-10,6,-17,8,-22,11,-26,14,-28,17]"""
1790312476.820430,"CSI_DATA,143,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4843655,0,83,0,128,1,""[83,-80,4,0,14,-35,12,-35,9,-33,7,-29,4,-24,3,-19,2,-12,2,-6,3,0,6,5,8,10,12,14,14,17,17,19,19,20,20,20,20,20,19,19,17,18,14,16,10,14,6,12,2,9,-2,5,-5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,19,5,15,6,9,6,3,6,-3,4,-9,3,-15,1,-21,-2,-26,-3,-30,-4,-33,-5,-35,-5,-35,-4,-34,-3,-31,-2,-28,-1,-23,0,-18,0,-12,-1,-5,-3,1,-6,6,-10,11,-15,14,-20,16,-25,17,-28]"""
1790312476.821687,"CSI_DATA,144,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4845615,0,83,0,128,1,""[83,-80,4,0,-18,-35,-19,-33,-18,-29,-17,-24,-15,-19,-12,-15,-8,-10,-3,-6,2,-3,8,-1,13,0,19,0,23,0,26,0,28,-1,29,-2,29,-3,28,-3,26,-2,22,0,18,1,13,3,8,4,3,5,-1,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,16,-12,14,-8,11,-4,7,1,2,5,-4,8,-10,12,-15,15,-20,18,-23,20,-25,21,-26,22,-26,23,-24,23,-22,23,-19,20,-15,17,-11,13,-8,8,-6,2,-4,-5,-3,-12,-4,-18,-5,-24,-7,-29,-10,-33]"""
1790312476.823798,"CSI_DATA,145,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4850821,0,83,0,128,1,""[83,-80,4,0,-39,-2,-37,0,-34,2,-29,4,-24,4,-18,3,-12,1,-6,-2,-1,-5,3,-10,7,-14,9,-18,11,-22,11,-25,11,-27,12,-28,11,-28,11,-26,10,-23,10,-20,9,-15,8,-10,6,-4,5,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,-2,-23,0,-20,2,-15,4,-9,5,-3,5,4,5,11,5,17,5,23,5,28,6,31,7,33,8,33,8,32,9,30,9,27,8,22,7,17,4,11,0,6,-5,1,-11,-3,-17,-5,-24,-7,-29,-8,-32,-8]"""
1790312476.830180,"CSI_DATA,146,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4862257,0,83,0,128,1,""[83,-80,4,0,13,36,14,33,15,30,14,25,13,20,10,15,6,10,2,6,-4,2,-9,-1,-14,-2,-20,-3,-24,-3,-27,-3,-29,-2,-30,-1,-30,-1,-29,-1,-27,-2,-24,-3,-19,-4,-14,-5,-9,-6,-3,-6,1,-6,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,-18,9,-16,6,-13,1,-8,-3,-2,-6,4,-9,10,-12,16,-14,20,-16,24,-18,26,-20,27,-21,27,-21,26,-22,23,-21,20,-19,16,-16,12,-13,8,-8,5,-2,3,4,1,11,1,17,2,23,4,29,6,32]"""
1790312476.838253,"CSI_DATA,147,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4870281,0,83,0,128,1,""[83,-80,4,0,37,-8,35,-10,31,-12,27,-12,21,-10,15,-8,10,-5,5,-1,1,4,-2,9,-4,14,-5,19,-6,24,-5,27,-4,29,-4,29,-4,29,-4,27,-5,24,-5,20,-6,15,-6,10,-6,5,-6,0,-6,-4,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,22,2,19,-1,14,-4,9,-6,3,-7,-4,-8,-11,-9,-17,-10,-23,-11,-27,-13,-30,-15,-32,-16,-32,-16,-31,-16,-29,-15,-25,-14,-21,-11,-16,-7,-11,-2,-7,4,-3,10,-1,17,0,23,0,29,0,33,-1]"""
1790312476.848748,"CSI_DATA,148,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4880851,0,83,0,128,1,""[83,-80,4,0,-37,-15,-36,-12,-33,-9,-29,-6,-24,-4,-19,-3,-13,-2,-6,-3,0,-5,5,-7,10,-10,14,-13,17,-16,18,-19,19,-21,20,-22,20,-23,19,-22,18,-20,16,-16,14,-12,12,-8,9,-3,6,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6,5,-20,6,-16,7,-10,6,-4,5,2,3,9,0,15,-2,20,-4,25,-5,29,-6,32,-6,34,-5,34,-4,33,-2,31,-1,27,0,22,0,17,-1,11,-3,5,-6,-1,-10,-7,-15,-11,-20,-15,-25,-17,-29,-19]"""
1790312476.875654,"CSI_DATA,149,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4895235,0,83,0,128,1,""[83,-80,4,0,28,25,28,22,27,19,24,15,20,11,15,7,9,5,3,3,-4,3,-9,3,-15,4,-20,7,-23,9,-25,11,-26,12,-27,13,-27,14,-25,13,-23,11,-20,8,-16,5,-12,1,-8,-2,-4,-5,0,-7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-14,17,-14,14,-12,8,-10,3,-6,-2,-2,-8,2,-13,7,-18,10,-22,14,-25,16,-28,17,-29,16,-30,15,-31,12,-29,10,-27,7,-23,5,-18,4,-12,4,-6,4,1,6,8,9,14,12,19,16,24,19,26]"""
1790312476.875654,"CSI_DATA,150,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4900352,0,83,0,128,1,""[83,-80,4,0,-2,38,0,36,2,33,3,29,4,23,3,17,2,11,-1,6,-4,1,-8,-4,-13,-8,-17,-10,-21,-11,-24,-13,-26,-13,-27,-12,-28,-12,-27,-11,-24,-11,-21,-11,-16,-10,-11,-10,-6,-9,-1,-7,3,-5,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-21,0,-17,-2,-12,-5,-6,-6,0,-6,7,-7,13,-7,19,-7,25,-6,29,-6,32,-6,33,-6,33,-7,32,-8,29,-9,26,-9,21,-8,16,-6,11,-4,5,0,0,5,-3,11,-6,17,-8,22,-8,28,-8,32]"""
1790312476.881402,"CSI_DATA,151,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4910165,0,83,0,128,1,""[83,-80,4,0,38,-3,36,-5,33,-7,28,-8,23,-8,17,-6,12,-4,6,-1,1,3,-2,8,-5,12,-8,17,-9,21,-9,24,-9,27,-9,28,-9,28,-9,27,-9,25,-9,21,-8,17,-8,12,-7,6,-7,1,-6,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,-1,16,-3,11,-5,6,-6,-1,-7,-7,-7,-14,-7,-20,-8,-25,-8,-30,-9,-32,-10,-33,-11,-34,-12,-32,-12,-30,-12,-26,-11,-21,-8,-16,-5,-11,0,-7,5,-3,11,1,17,3,23,4,29,4,32,4]"""
1790312476.888589,"CSI_DATA,152,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4920671,0,83,0,128,1,""[83,-80,4,0,-17,-35,-18,-33,-18,-29,-17,-25,-16,-20,-12,-15,-8,-10,-3,-7,2,-4,8,-2,13,-1,18,-1,23,-1,26,-1,28,-2,29,-3,29,-4,28,-4,26,-3,23,-1,18,0,13,2,8,4,3,5,-1,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,17,-11,16,-7,12,-3,7,1,2,5,-5,8,-11,12,-16,14,-21,16,-24,18,-26,20,-27,21,-27,22,-26,22,-23,22,-20,19,-16,16,-12,12,-9,7,-6,2,-4,-5,-3,-12,-4,-18,-5,-24,-8,-29,-10,-32]"""
1790312476.898068,"CSI_DATA,153,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4930244,0,83,0,128,1,""[83,-80,4,0,35,-17,32,-18,29,-19,25,-19,20,-17,15,-13,10,-9,7,-4,4,1,2,7,1,12,1,17,1,22,3,25,4,28,4,29,5,29,5,29,4,27,2,24,1,20,-1,16,-3,12,-5,7,-7,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,17,2,15,-2,10,-5,4,-8,-2,-10,-8,-12,-14,-14,-19,-15,-24,-17,-27,-18,-29,-20,-30,-20,-30,-20,-28,-20,-25,-18,-21,-15,-17,-12,-13,-7,-10,-1,-7,6,-5,12,-4,19,-4,24,-5,29,-7,33,-9]"""
1790312476.907996,"CSI_DATA,154,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4940212,0,83,0,128,1,""[83,-80,4,0,17,34,18,32,18,28,17,23,15,18,11,13,7,9,1,5,-5,3,-10,1,-16,1,-22,2,-26,3,-28,4,-30,5,-31,6,-30,7,-29,6,-26,5,-22,3,-18,0,-13,-2,-8,-4,-3,-6,1,-7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-22,7,-20,4,-16,0,-11,-3,-5,-6,2,-9,8,-11,15,-13,20,-15,24,-16,27,-18,29,-19,29,-21,27,-22,25,-21,21,-19,17,-17,13,-14,9,-9,6,-3,4,4,3,11,3,17,4,23,7,29,9,32]"""
1790312476.919068,"CSI_DATA,155,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4951194,0,83,0,128,1,""[83,-80,4,0,35,17,34,14,32,10,28,7,23,5,17,3,11,2,4,3,-2,4,-7,7,-12,10,-16,14,-19,17,-20,20,-20,22,-21,23,-20,23,-19,22,-18,19,-16,16,-14,11,-11,6,-9,1,-6,-4,-3,-7,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5,-13,19,-13,15,-12,10,-10,4,-7,-2,-4,-8,0,-14,4,-19,7,-24,10,-28,11,-31,11,-33,10,-34,9,-34,7,-32,5,-29,3,-25,2,-19,2,-13,3,-7,6,0,9,6,13,11,18,16,23,19,27,20]"""
1790312476.929521,"CSI_DATA,156,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4960119,0,83,0,128,1,""[83,-80,4,0,-30,25,-28,25,-24,25,-20,23,-15,20,-11,15,-8,10,-6,4,-5,-2,-5,-9,-6,-14,-7,-19,-9,-22,-12,-26,-13,-27,-14,-28,-14,-27,-14,-26,-13,-24,-10,-22,-7,-19,-4,-15,0,-11,3,-6,6,-3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-11,-19,-7,-17,-3,-13,2,-9,6,-3,9,2,13,7,16,12,19,17,21,21,23,23,25,25,25,24,25,22,24,19,22,16,19,13,14,10,9,7,2,5,-5,5,-12,5,-18,7,-24,10,-28,13,-30,16]"""
1790312476.943630,"CSI_DATA,157,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4974148,0,83,0,128,1,""[83,-80,4,0,29,-26,26,-27,23,-27,18,-25,14,-21,10,-16,7,-11,5,-5,4,1,4,8,4,13,6,18,8,22,10,25,12,27,12,27,13,27,12,26,11,24,8,21,5,18,2,14,-1,10,-4,5,-7,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,17,7,15,3,12,-2,8,-6,3,-10,-2,-14,-8,-18,-13,-20,-17,-23,-21,-25,-23,-27,-24,-27,-24,-27,-22,-26,-19,-24,-16,-21,-13,-16,-10,-10,-8,-3,-6,4,-6,10,-7,17,-9,22,-11,27,-14,29,-17]"""
1790312476.948110,"CSI_DATA,158,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4980178,0,83,0,128,1,""[83,-80,4,0,-31,24,-28,25,-25,24,-20,23,-16,19,-11,15,-8,9,-6,3,-5,-3,-5,-9,-5,-15,-7,-19,-9,-23,-11,-26,-13,-28,-13,-28,-14,-28,-14,-27,-12,-25,-10,-22,-7,-19,-4,-15,0,-11,3,-6,6,-3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-10,-19,-7,-17,-2,-13,2,-9,6,-3,9,2,12,8,16,13,18,18,20,21,22,24,24,25,25,25,25,23,24,20,22,17,18,13,14,10,8,8,2,6,-5,5,-12,5,-18,7,-24,9,-28,12,-31,15]"""
1790312476.967999,"CSI_DATA,159,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,4999340,0,83,0,128,1,""[83,-80,4,0,34,13,34,10,31,7,28,4,23,2,18,1,12,1,6,2,1,3,-4,6,-8,9,-12,13,-14,16,-16,19,-16,21,-17,23,-17,24,-17,23,-16,21,-15,18,-14,15,-12,10,-10,6,-8,1,-7,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,4,-9,14,-9,10,-9,5,-7,-1,-4,-7,-1,-12,2,-17,4,-22,6,-26,8,-29,8,-32,7,-33,6,-33,5,-32,4,-30,2,-26,1,-21,1,-16,2,-10,3,-5,6,1,10,6,14,10,19,13,24,16,27,17]"""
1790312476.972032,"CSI_DATA,160,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5001596,0,83,0,128,1,""[83,-80,4,0,9,-36,6,-36,4,-34,2,-30,0,-25,-1,-19,0,-14,1,-8,3,-3,6,2,10,6,14,9,17,11,21,13,23,13,25,13,25,13,25,12,23,12,20,11,16,10,12,9,7,8,2,7,-1,6,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,15,8,11,8,5,7,-1,6,-7,4,-12,1,-18,-1,-23,-3,-27,-5,-30,-6,-32,-7,-34,-7,-34,-6,-33,-4,-30,-3,-26,-2,-22,-1,-16,-1,-10,-2,-5,-4,1,-7,6,-12,10,-16,12,-21,14,-26,14,-29]"""
1790312476.979130,"CSI_DATA,161,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5011298,0,83,0,128,1,""[83,-80,4,0,-20,-33,-21,-30,-21,-27,-19,-22,-17,-17,-13,-13,-8,-9,-3,-6,3,-4,9,-3,14,-3,19,-4,23,-5,26,-6,28,-7,28,-9,28,-10,26,-9,24,-8,20,-6,16,-3,12,0,7,3,2,5,-2,6,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,20,-10,18,-6,14,-2,10,1,4,4,-2,8,-8,10,-14,13,-19,15,-23,17,-26,18,-27,19,-27,20,-26,21,-24,21,-20,19,-16,17,-13,13,-9,8,-7,2,-5,-4,-4,-11,-5,-17,-6,-23,-9,-28,-12,-31]"""
1790312476.988980,"CSI_DATA,162,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5020152,0,83,0,128,1,""[83,-80,4,0,33,17,32,14,30,11,27,7,23,5,17,3,11,2,5,2,-1,4,-6,6,-11,9,-15,12,-17,15,-19,18,-20,20,-20,22,-20,23,-19,22,-17,20,-16,16,-14,12,-12,8,-10,3,-7,-2,-5,-5,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,4,-12,16,-12,12,-11,6,-8,1,-5,-5,-2,-10,2,-16,5,-20,8,-25,11,-28,12,-30,12,-32,11,-32,10,-32,8,-30,5,-26,4,-22,3,-17,3,-11,4,-5,6,1,9,7,13,12,17,16,21,19,25,21]"""
1790312476.999912,"CSI_DATA,163,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5030158,0,83,0,128,1,""[83,-80,4,0,16,34,17,31,17,27,16,23,14,18,11,13,6,8,1,5,-5,3,-10,1,-16,1,-21,2,-25,3,-27,4,-29,5,-30,7,-29,7,-27,7,-25,5,-22,3,-18,1,-13,-2,-8,-4,-3,-6,1,-7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,-22,5,-20,2,-15,-1,-10,-4,-4,-6,2,-8,9,-10,15,-11,20,-13,25,-15,27,-16,28,-17,28,-18,27,-19,25,-19,22,-18,17,-16,13,-12,9,-8,6,-3,4,4,2,10,2,17,4,23,6,28,8,31]"""
1790312477.008409,"CSI_DATA,164,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5040180,0,83,0,128,1,""[83,-80,4,0,-37,-22,-37,-19,-34,-15,-31,-11,-26,-8,-20,-6,-13,-4,-7,-4,0,-5,6,-7,11,-10,16,-14,19,-17,21,-20,22,-22,22,-24,22,-25,21,-25,20,-22,18,-19,15,-14,13,-9,10,-4,7,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-5,14,-17,14,-13,12,-7,8,-1,5,5,0,11,-5,16,-9,21,-13,25,-16,29,-17,31,-17,33,-17,34,-15,33,-12,32,-10,28,-7,23,-6,18,-5,12,-6,5,-7,-3,-10,-9,-14,-15,-18,-20,-24,-24,-28,-26]"""
1790312477.019332,"CSI_DATA,165,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5051371,0,83,0,128,1,""[83,-80,4,0,24,34,25,31,24,27,22,22,19,17,14,12,9,8,2,5,-4,4,-11,3,-17,4,-22,7,-27,8,-29,10,-30,11,-31,13,-30,14,-29,13,-26,11,-23,8,-19,5,-14,1,-9,-3,-4,-6,-1,-8,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-24,9,-21,5,-17,1,-12,-3,-5,-6,1,-10,8,-13,15,-15,20,-18,24,-20,27,-22,28,-24,28,-25,27,-26,25,-25,21,-23,17,-20,13,-16,9,-10,7,-4,5,3,5,11,6,18,8,24,12,29,15,33]"""
1790312477.028110,"CSI_DATA,166,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5060358,0,83,0,128,1,""[83,-80,4,0,8,-37,6,-36,3,-34,1,-30,0,-25,-1,-19,0,-13,2,-7,4,-2,8,3,12,7,16,9,19,11,23,12,25,13,26,12,26,11,25,11,23,11,20,10,16,9,11,9,6,8,0,6,-4,5,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,17,9,13,10,8,9,2,7,-4,5,-10,2,-16,-1,-21,-3,-26,-5,-30,-7,-32,-8,-34,-8,-34,-7,-33,-5,-31,-3,-28,-2,-23,-1,-18,-1,-12,-2,-6,-4,0,-7,5,-11,9,-16,12,-21,13,-26,14,-29]"""
1790312477.037800,"CSI_DATA,167,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5070232,0,83,0,128,1,""[83,-80,4,0,4,-38,2,-37,0,-34,-2,-30,-3,-25,-3,-19,-1,-13,1,-7,4,-2,8,2,12,5,17,7,21,9,24,10,26,10,27,9,27,8,26,8,24,8,21,8,16,8,11,7,6,7,1,6,-3,5,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,19,7,15,8,9,8,3,7,-3,5,-10,3,-16,1,-21,-1,-26,-2,-30,-3,-33,-3,-34,-3,-35,-2,-34,0,-31,1,-28,1,-23,2,-18,1,-12,0,-6,-3,-1,-7,4,-12,7,-17,9,-22,10,-28,10,-31]"""
1790312477.048680,"CSI_DATA,168,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5080712,0,83,0,128,1,""[83,-80,4,0,1,-38,-1,-37,-3,-34,-5,-29,-5,-24,-4,-18,-2,-12,1,-7,5,-2,9,2,14,5,19,6,23,7,26,7,28,7,29,5,28,5,27,4,24,4,20,5,15,5,10,6,5,6,-1,6,-5,5,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,21,8,17,8,11,9,6,8,-1,6,-7,5,-13,3,-19,1,-25,-1,-29,-2,-32,-3,-34,-3,-35,-2,-34,0,-32,1,-28,2,-24,3,-19,2,-13,1,-7,-2,-2,-6,3,-12,6,-17,8,-23,8,-28,8,-32]"""
1790312477.063322,"CSI_DATA,169,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5091465,0,83,0,128,1,""[83,-80,4,0,41,-7,38,-9,35,-11,29,-12,23,-11,17,-9,11,-5,6,0,2,5,-1,11,-3,16,-5,22,-4,26,-3,30,-2,32,-1,33,-1,32,-1,30,-1,27,-2,23,-4,18,-5,12,-6,6,-7,0,-8,-4,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6,-3,24,-5,21,-7,15,-8,8,-8,1,-8,-6,-7,-13,-7,-20,-6,-26,-6,-31,-6,-35,-7,-37,-8,-38,-9,-37,-10,-34,-11,-30,-10,-25,-8,-20,-5,-14,0,-9,6,-4,12,-1,19,2,26,3,32,3,36,2]"""
1790312477.069448,"CSI_DATA,170,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,5100248,0,83,0,128,1,""[83,-80,4,0,23,-29,21,-30,18,-29,14,-27,11,-23,8,-18,5,-12,4,-7,4,-1,5,5,7,10,9,14,12,17,15,20,17,21,18,22,19,21,18,21,17,20,14,18,11,16,7,14,3,11,-1,8,-4,5,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,15,5,13,0,10,-4,5,-8,1,-12,-4,-16,-9,-19,-14,-22,-17,-24,-20,-26,-22,-27,-22,-27,-21,-27,-19,-25,-16,-23,-14,-19,-11,-15,-9,-9,-7,-3,-6,4,-7,10,-8,16,-11,20,-14,23,-18,25,-21]"""
