pc_time,line
1790312507.437770,"CSI_DATA,3228,98:77:e7:2d:f8:74,-54,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35445359,0,83,0,128,1,""[83,-80,4,0,13,28,16,26,18,24,19,21,18,18,16,14,14,11,10,10,7,9,3,9,0,10,-3,12,-5,15,-7,16,-8,18,-8,20,-8,21,-8,21,-9,21,-9,19,-10,17,-10,14,-11,12,-12,9,-12,7,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-23,3,-21,5,-17,6,-13,7,-9,8,-4,10,1,12,5,15,9,17,12,20,14,22,14,25,14,26,12,26,9,25,7,23,4,20,2,17,1,13,2,9,4,5,7,3,11,3,15,3,19,5,23]"""
1790312507.437770,"CSI_DATA,3229,98:77:e7:2d:f8:74,-54,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35447687,0,83,0,128,1,""[83,-80,4,0,12,-29,10,-31,7,-31,4,-29,2,-27,0,-23,0,-19,0,-16,2,-12,5,-10,8,-8,10,-7,13,-7,16,-7,18,-8,19,-8,20,-9,20,-9,20,-8,20,-7,19,-6,18,-3,16,-1,14,2,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,3,-20,11,-19,8,-17,5,-15,2,-12,-2,-9,-5,-6,-10,-4,-14,-2,-18,-1,-22,-1,-26,-2,-28,-4,-29,-6,-29,-9,-28,-11,-26,-12,-22,-11,-19,-10,-16,-7,-12,-3,-11,2,-10,6,-11,10,-13,13,-16,14,-18]"""
1790312507.437770,"CSI_DATA,3230,98:77:e7:2d:f8:74,-53,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35450654,0,83,0,128,1,""[83,-80,4,0,-16,24,-14,25,-11,25,-8,25,-6,23,-4,20,-3,17,-3,13,-4,10,-5,8,-8,6,-10,5,-13,4,-16,4,-18,4,-19,5,-19,5,-20,5,-20,5,-20,3,-19,2,-17,1,-16,-1,-15,-3,-13,-5,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,18,-7,16,-5,14,-2,11,1,8,4,5,7,2,10,-1,14,-3,17,-3,20,-3,23,-2,25,0,26,2,26,4,25,5,23,6,20,6,17,5,13,3,11,-1,8,-4,8,-8,8,-11,10,-14,12,-15,15]"""
1790312507.438603,"CSI_DATA,3231,98:77:e7:2d:f8:74,-53,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35464259,0,83,0,128,1,""[83,-80,4,0,-18,28,-15,30,-12,30,-9,29,-6,26,-4,23,-4,19,-4,15,-5,11,-8,7,-10,5,-13,4,-16,3,-20,3,-22,3,-23,3,-24,3,-25,3,-24,3,-23,2,-22,0,-20,-1,-18,-3,-15,-5,-13,-8,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,18,-12,17,-9,14,-5,12,-2,9,3,6,7,3,11,1,16,0,20,-1,24,0,27,1,30,3,30,6,30,8,28,9,25,9,22,9,18,7,15,4,12,0,10,-5,9,-10,10,-14,12,-17,15,-18,17]"""
1790312507.439169,"CSI_DATA,3232,98:77:e7:2d:f8:74,-53,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35470285,0,83,0,128,1,""[83,-80,4,0,-10,33,-7,33,-4,33,-1,30,1,26,1,22,1,17,-1,13,-4,9,-8,6,-12,4,-15,4,-19,5,-22,5,-24,6,-25,7,-25,8,-25,8,-24,7,-22,5,-20,3,-18,0,-16,-3,-13,-6,-10,-8,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-6,12,-22,13,-19,12,-15,11,-11,10,-6,9,-1,8,5,7,11,8,16,8,21,9,25,10,27,13,28,15,26,18,24,19,21,19,18,17,15,13,11,9,9,4,8,-1,9,-6,11,-10,14,-13,18,-14,21]"""
1790312507.446749,"CSI_DATA,3233,98:77:e7:2d:f8:74,-53,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35480683,0,83,0,128,1,""[83,-80,4,0,-31,-20,-32,-17,-31,-14,-29,-10,-26,-8,-22,-6,-18,-5,-13,-5,-8,-6,-4,-8,-1,-12,2,-15,3,-19,4,-21,4,-24,4,-26,4,-27,4,-27,4,-26,5,-24,5,-21,6,-18,7,-14,8,-10,9,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,18,10,14,11,9,10,4,9,-1,8,-7,7,-13,6,-19,5,-24,5,-27,6,-30,8,-31,9,-31,11,-30,13,-27,14,-24,14,-20,14,-16,12,-13,8,-10,4,-9,-1,-9,-6,-10,-11,-13,-16,-16,-19,-19,-22]"""
1790312507.503020,"CSI_DATA,3234,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35522695,0,83,0,128,1,""[83,-80,4,0,9,31,11,29,13,27,14,24,14,20,12,16,9,13,6,11,2,10,-2,9,-6,10,-9,12,-11,15,-12,17,-13,19,-13,21,-13,22,-12,22,-12,20,-12,19,-12,16,-12,12,-12,8,-12,5,-12,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6,4,-21,5,-18,7,-14,7,-10,8,-5,10,0,11,5,13,10,15,14,17,17,19,19,21,19,23,18,24,16,24,14,23,11,21,8,18,6,15,5,10,6,6,7,3,10,0,14,-1,19,-1,23,0,26]"""
1790312507.503020,"CSI_DATA,3235,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35525405,0,83,0,128,1,""[83,-80,4,0,1,-34,-2,-33,-5,-31,-7,-28,-7,-24,-7,-20,-5,-16,-2,-13,1,-11,5,-10,9,-10,12,-11,14,-13,17,-15,17,-17,17,-18,17,-19,16,-19,15,-18,14,-16,14,-13,13,-9,12,-6,12,-2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-16,17,-15,14,-15,10,-13,6,-11,1,-10,-3,-9,-8,-8,-14,-8,-18,-9,-22,-11,-25,-12,-27,-14,-27,-17,-26,-18,-24,-19,-21,-18,-18,-16,-15,-13,-12,-9,-11,-4,-11,0,-12,4,-15,6,-19,7,-23,7,-26]"""
1790312507.503020,"CSI_DATA,3236,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35527344,0,83,0,128,1,""[83,-80,4,0,-34,5,-33,8,-30,10,-27,11,-23,11,-19,9,-15,7,-13,3,-11,-1,-11,-4,-12,-8,-13,-12,-16,-14,-18,-15,-20,-15,-21,-16,-22,-16,-21,-15,-20,-14,-17,-14,-14,-13,-11,-13,-7,-12,-3,-13,0,-13,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,9,18,10,14,10,9,10,4,9,-1,9,-6,9,-11,10,-16,11,-20,13,-22,15,-24,18,-23,20,-22,22,-19,23,-16,23,-13,21,-11,19,-9,15,-9,11,-10,6,-12,2,-16,-1,-20,-3,-24,-4,-28,-4]"""
1790312507.507221,"CSI_DATA,3237,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35529344,0,83,0,128,1,""[83,-80,4,0,-26,28,-23,30,-19,31,-15,29,-12,26,-9,21,-8,17,-8,12,-9,8,-13,5,-16,2,-20,1,-23,0,-26,1,-28,2,-29,3,-29,4,-28,4,-27,3,-24,2,-22,0,-19,-2,-16,-4,-13,-8,-10,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,25,-4,23,-2,19,0,15,3,11,6,6,9,1,12,-3,16,-7,20,-9,24,-9,28,-8,32,-7,34,-4,34,-1,33,1,31,3,28,3,24,2,19,-1,15,-4,12,-9,10,-15,10,-19,12,-23,14,-26,17]"""
1790312507.521820,"CSI_DATA,3238,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35531140,0,83,0,128,1,""[83,-80,4,0,-32,15,-30,17,-26,19,-22,19,-18,18,-15,15,-13,12,-11,7,-11,3,-12,-1,-14,-4,-16,-7,-19,-8,-22,-8,-24,-8,-25,-8,-25,-8,-25,-7,-23,-7,-21,-7,-18,-8,-14,-9,-11,-10,-7,-11,-4,-12,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,3,20,5,16,5,12,6,7,8,2,9,-3,10,-7,13,-12,15,-15,18,-17,21,-17,24,-17,26,-15,27,-12,28,-9,26,-6,24,-5,21,-4,17,-5,13,-7,9,-11,6,-16,4,-20,3,-24,4,-27,5]"""
1790312507.538100,"CSI_DATA,3239,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35540183,0,83,0,128,1,""[83,-80,4,0,-21,31,-18,32,-14,32,-11,31,-8,27,-6,23,-5,18,-6,14,-8,10,-11,6,-15,4,-18,3,-21,2,-24,3,-26,4,-27,4,-27,5,-27,5,-26,4,-24,3,-22,1,-19,-2,-16,-4,-13,-7,-11,-10,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,21,-12,20,-10,18,-7,14,-3,11,1,7,5,4,10,1,15,-1,20,-2,24,-2,28,-1,31,1,33,4,33,7,32,9,29,10,26,10,22,8,18,4,14,0,12,-5,11,-11,11,-16,13,-19,16,-21,19]"""
1790312507.538100,"CSI_DATA,3240,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35550160,0,83,0,128,1,""[83,-80,4,0,-21,-28,-23,-26,-24,-23,-23,-19,-21,-16,-18,-13,-15,-11,-11,-10,-7,-10,-3,-11,0,-14,1,-16,3,-19,4,-21,4,-23,3,-24,3,-25,3,-25,3,-23,4,-21,5,-19,6,-16,8,-13,10,-10,11,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,22,0,20,-3,17,-4,13,-6,8,-9,3,-12,-1,-15,-6,-18,-9,-22,-12,-25,-13,-28,-13,-30,-11,-31,-9,-31,-6,-29,-3,-26,-1,-23,0,-18,0,-14,-2,-10,-5,-8,-9,-6,-13,-7,-18,-9,-22,-11,-25]"""
1790312507.538471,"CSI_DATA,3241,98:77:e7:2d:f8:74,-53,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35563037,0,83,0,128,1,""[83,-80,4,0,-36,5,-35,8,-33,10,-29,11,-25,11,-20,10,-16,7,-13,4,-10,0,-9,-5,-8,-10,-9,-14,-10,-18,-12,-20,-13,-21,-14,-23,-14,-23,-14,-23,-12,-22,-10,-21,-7,-19,-4,-17,-1,-15,3,-13,6,-12,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,22,-6,20,-3,16,-1,12,2,7,4,2,7,-3,10,-7,13,-11,16,-14,20,-15,23,-16,25,-15,27,-13,28,-10,28,-7,26,-5,23,-3,20,-3,15,-4,10,-6,6,-9,1,-14,-2,-19,-3,-25,-4,-28,-4]"""
1790312507.538471,"CSI_STATS,35704,100,0,-53"
1790312507.538471,"CSI_DATA,3242,98:77:e7:2d:f8:74,-53,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35570344,0,83,0,128,1,""[83,-80,4,0,-13,31,-11,32,-8,32,-5,30,-3,27,-1,22,-1,18,-2,13,-4,8,-7,4,-10,1,-13,-1,-17,-2,-20,-3,-23,-4,-24,-4,-25,-4,-25,-4,-24,-4,-23,-5,-20,-6,-17,-7,-14,-9,-10,-10,-7,-11,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,0,-21,1,-18,3,-15,4,-10,6,-5,7,0,8,5,10,10,12,15,14,18,16,20,18,22,20,21,21,19,22,17,21,15,20,12,17,9,13,7,8,5,3,5,-2,7,-7,10,-11,13,-14,17,-15,20]"""
1790312507.563911,"CSI_DATA,3243,98:77:e7:2d:f8:74,-54,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35597447,0,83,0,128,1,""[83,-80,4,0,19,-33,16,-35,12,-35,8,-33,5,-30,3,-26,2,-21,3,-17,5,-13,9,-9,12,-7,15,-6,19,-5,22,-6,25,-6,25,-6,26,-7,26,-7,25,-7,24,-5,22,-3,20,0,17,3,15,6,13,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-24,10,-22,7,-20,4,-16,0,-12,-4,-9,-8,-5,-13,-2,-18,0,-22,1,-27,1,-31,0,-34,-2,-35,-5,-34,-8,-33,-10,-30,-11,-26,-11,-22,-9,-18,-5,-14,-1,-12,5,-11,10,-12,15,-14,19,-18,21,-21]"""
1790312507.569334,"CSI_DATA,3244,98:77:e7:2d:f8:74,-53,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35599412,0,83,0,128,1,""[83,-80,4,0,-33,14,-31,17,-28,19,-25,20,-20,19,-17,16,-14,13,-12,9,-11,4,-12,0,-13,-4,-15,-7,-17,-9,-20,-10,-22,-11,-23,-12,-23,-12,-23,-11,-22,-11,-20,-12,-17,-12,-14,-13,-10,-13,-7,-14,-4,-15,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23,1,20,3,16,4,12,6,7,7,2,9,-3,11,-8,14,-12,16,-15,19,-17,22,-17,25,-16,27,-14,28,-11,28,-8,27,-5,25,-3,21,-3,17,-4,12,-6,8,-10,5,-15,3,-20,2,-24,2,-27,3]"""
1790312507.576086,"CSI_DATA,3245,98:77:e7:2d:f8:74,-53,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35601654,0,83,0,128,1,""[83,-80,4,0,36,0,36,-3,34,-6,31,-8,27,-9,23,-9,18,-8,15,-5,12,-1,10,3,9,7,9,11,10,15,12,17,14,19,14,20,15,21,15,21,14,20,12,20,10,19,7,17,3,16,-1,15,-3,14,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,-21,-9,-18,-10,-13,-10,-8,-10,-3,-10,3,-10,9,-10,14,-11,19,-13,22,-15,24,-17,25,-20,24,-22,22,-23,20,-24,16,-24,13,-22,10,-19,8,-15,7,-10,8,-5,10,-1,14,3,19,6,24,8,27,8]"""
1790312507.582659,"CSI_DATA,3246,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35610624,0,83,0,128,1,""[83,-80,4,0,35,5,36,2,35,-1,32,-4,28,-5,24,-6,20,-5,15,-3,11,0,9,3,7,8,5,12,5,16,6,19,7,21,8,24,8,25,8,25,7,24,6,23,4,21,2,19,-1,17,-4,14,-6,12,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-2,-23,-6,-20,-7,-15,-8,-10,-9,-5,-9,1,-10,6,-10,12,-11,17,-13,20,-15,23,-17,24,-20,24,-22,22,-23,20,-24,16,-24,13,-23,10,-20,8,-16,7,-12,8,-6,9,-2,12,3,16,6,20,9,24,10]"""
1790312507.607470,"CSI_DATA,3247,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35620223,0,83,0,128,1,""[83,-80,4,0,10,29,13,29,15,27,16,24,17,21,16,17,14,14,11,12,8,10,4,9,0,10,-4,11,-6,13,-9,15,-10,17,-11,19,-11,21,-12,21,-12,21,-12,20,-12,18,-13,15,-13,12,-13,9,-13,6,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,3,-21,5,-19,6,-16,7,-12,8,-7,9,-3,10,2,12,7,14,11,17,14,19,15,21,16,23,16,25,14,25,12,25,9,23,6,21,4,17,3,13,3,9,4,6,7,3,10,2,15,2,19,2,22]"""
1790312507.607470,"CSI_DATA,3248,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35630148,0,83,0,128,1,""[83,-80,4,0,10,-29,7,-30,4,-31,1,-30,-1,-27,-2,-25,-3,-21,-2,-18,-1,-15,2,-13,5,-12,7,-11,10,-11,12,-12,14,-13,15,-14,16,-15,16,-15,17,-15,17,-15,16,-13,16,-11,16,-9,15,-6,15,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-22,1,-20,-1,-17,-2,-14,-4,-10,-7,-7,-9,-4,-12,-1,-15,1,-18,3,-21,4,-24,3,-26,1,-28,-1,-28,-4,-28,-6,-26,-8,-23,-8,-21,-7,-18,-5,-15,-3,-13,1,-12,5,-12,8,-14,10,-16,12,-19]"""
1790312507.607790,"CSI_DATA,3249,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35640175,0,83,0,128,1,""[83,-80,4,0,27,-20,25,-23,23,-25,19,-25,16,-24,13,-22,11,-20,10,-17,10,-13,11,-11,13,-8,15,-6,17,-6,20,-7,22,-7,23,-7,24,-7,24,-7,24,-7,23,-6,22,-5,20,-3,19,-1,17,2,16,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-16,-20,-13,-20,-10,-18,-7,-17,-3,-15,2,-13,6,-12,11,-12,15,-12,19,-13,21,-15,23,-17,23,-20,21,-23,19,-24,16,-25,12,-24,10,-23,8,-20,8,-16,8,-13,11,-10,14,-8,17,-7,21,-7,23,-8]"""
1790312507.630362,"CSI_DATA,3250,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35650123,0,83,0,128,1,""[83,-80,4,0,28,-10,28,-13,26,-16,23,-17,20,-17,17,-17,14,-15,12,-13,11,-10,11,-8,12,-5,13,-2,15,-1,17,-1,19,0,21,0,22,1,22,1,22,1,22,1,20,2,19,3,17,5,15,6,13,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-10,-18,-8,-17,-4,-15,-1,-13,3,-12,7,-10,11,-8,15,-8,18,-8,21,-9,23,-10,24,-12,24,-14,22,-16,20,-17,18,-18,15,-18,12,-16,11,-14,10,-11,10,-8,12,-6,14,-4,17,-2,21,-2,23,-2]"""
1790312507.630362,"CSI_DATA,3251,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35660198,0,83,0,128,1,""[83,-80,4,0,-29,12,-28,15,-26,17,-23,18,-19,18,-16,17,-14,15,-12,12,-12,8,-13,5,-14,3,-16,1,-18,0,-21,0,-22,1,-23,0,-24,1,-24,1,-24,0,-23,0,-21,-1,-20,-3,-17,-5,-15,-7,-14,-8,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,19,9,18,6,17,3,15,-1,13,-4,11,-8,9,-12,8,-16,8,-20,9,-23,10,-24,12,-25,14,-23,16,-21,18,-19,19,-16,19,-13,18,-11,15,-10,12,-11,9,-12,6,-15,4,-18,3,-21,2,-24,3]"""
1790312507.637923,"CSI_DATA,3252,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35670269,0,83,0,128,1,""[83,-80,4,0,-25,26,-22,28,-19,30,-15,30,-12,28,-9,25,-8,22,-7,18,-7,15,-9,12,-12,10,-14,8,-17,8,-20,9,-22,10,-23,10,-24,11,-25,11,-25,11,-24,10,-23,8,-22,6,-21,4,-19,0,-19,-2,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,12,18,13,14,13,9,12,5,13,0,13,-5,14,-9,15,-13,17,-16,19,-18,22,-19,25,-18,27,-16,28,-13,29,-10,29,-7,27,-5,24,-4,21,-5,17,-6,14,-10,12,-13,11,-17,11,-21,12,-23,14]"""
1790312507.666296,"CSI_DATA,3253,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35680260,0,83,0,128,1,""[83,-80,4,0,35,8,36,4,35,0,34,-3,31,-5,27,-6,23,-6,20,-5,17,-2,15,0,14,4,14,7,15,10,17,12,18,14,20,15,21,17,22,17,21,17,20,17,18,16,16,16,12,16,9,16,6,16,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-7,-2,-25,0,-23,2,-20,4,-16,7,-13,10,-8,14,-4,17,-1,21,1,25,2,28,2,31,1,32,-1,32,-4,31,-7,29,-9,26,-10,23,-11,19,-9,17,-7,15,-4,14,0,15,4,18,8,21,11,24,12]"""
1790312507.666713,"CSI_DATA,3254,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35690195,0,83,0,128,1,""[83,-80,4,0,-5,32,-2,32,1,32,4,30,5,27,6,23,6,20,5,17,3,14,0,13,-3,12,-6,13,-9,14,-11,15,-12,17,-13,18,-13,19,-14,20,-14,20,-14,19,-14,17,-14,15,-14,12,-15,10,-15,7,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,21,-6,20,-3,17,-1,14,2,11,4,8,8,5,11,3,15,1,19,0,22,1,25,2,27,4,28,6,28,8,27,10,25,11,22,11,19,10,16,7,14,4,12,0,12,-3,13,-6,16,-8,19,-8,22]"""
1790312507.666713,"CSI_DATA,3255,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35700147,0,83,0,128,1,""[83,-80,4,0,22,23,24,22,26,19,26,16,25,13,23,10,21,7,18,6,14,6,11,7,8,9,6,11,4,14,3,16,3,19,3,21,4,23,4,24,3,24,2,24,1,23,0,21,-2,19,-4,17,-6,16,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,4,-21,5,-19,7,-15,8,-11,9,-7,11,-2,13,2,15,6,17,9,20,11,22,12,25,12,27,11,28,9,28,6,26,4,24,2,22,0,19,0,15,1,12,3,10,6,9,9,9,13,10,17,12,20]"""
1790312507.688880,"CSI_DATA,3256,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35710908,0,83,0,128,1,""[83,-80,4,0,-11,-31,-14,-31,-16,-29,-17,-27,-18,-23,-17,-19,-15,-16,-12,-14,-9,-12,-5,-11,-2,-12,1,-14,4,-16,6,-18,8,-20,8,-22,8,-24,8,-24,9,-24,9,-23,9,-21,10,-18,11,-16,11,-12,11,-9,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,5,-12,20,-12,18,-13,15,-12,11,-11,7,-11,2,-12,-3,-12,-8,-13,-12,-14,-16,-16,-19,-18,-20,-21,-20,-23,-19,-25,-17,-25,-15,-24,-12,-23,-9,-20,-7,-16,-6,-12,-7,-8,-9,-5,-12,-3,-16,-3,-20,-3,-23]"""
1790312507.688880,"CSI_DATA,3257,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35720238,0,83,0,128,1,""[83,-80,4,0,-2,36,1,37,4,37,7,35,9,32,10,27,10,23,8,19,6,15,1,13,-3,11,-7,11,-11,11,-15,12,-18,13,-19,15,-21,16,-22,17,-23,17,-23,17,-23,15,-22,12,-21,9,-20,6,-19,3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-6,11,-21,12,-18,12,-13,11,-8,10,-3,10,2,10,8,10,13,11,18,12,22,14,25,16,27,18,27,21,26,22,23,23,20,22,17,20,14,17,11,13,9,9,9,4,10,-1,13,-4,16,-6,21,-7,25]"""
1790312507.698566,"CSI_DATA,3258,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35731735,0,83,0,128,1,""[83,-80,4,0,16,28,19,27,21,25,22,22,22,18,20,15,18,12,14,9,9,8,5,8,1,9,-3,11,-6,13,-9,15,-11,17,-12,20,-12,22,-13,22,-13,22,-14,21,-14,19,-13,16,-14,12,-14,9,-13,6,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-6,-10,-21,-8,-19,-5,-17,-1,-14,2,-11,5,-7,9,-3,13,0,17,3,21,5,24,6,26,6,28,5,29,2,29,0,27,-2,25,-4,22,-5,18,-5,14,-3,10,0,8,3,6,8,5,13,6,18,7,21]"""
1790312507.707211,"CSI_DATA,3259,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35740262,0,83,0,128,1,""[83,-80,4,0,31,8,33,5,32,2,31,-1,28,-3,24,-4,21,-4,17,-3,13,-1,9,1,7,5,6,9,5,13,5,16,6,19,6,21,7,23,7,23,6,24,5,23,4,22,2,20,0,17,-3,15,-5,13,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-2,-21,-8,-18,-9,-14,-9,-10,-9,-5,-9,0,-9,5,-8,10,-9,15,-10,19,-11,22,-13,23,-15,24,-17,23,-19,21,-20,18,-21,15,-21,12,-19,10,-16,8,-12,7,-8,8,-3,10,1,13,5,17,9,20,10]"""
1790312507.737460,"CSI_DATA,3260,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35750223,0,83,0,128,1,""[83,-80,4,0,24,18,27,17,28,14,28,11,26,8,24,5,20,3,17,3,13,3,9,4,6,7,4,10,2,13,2,15,1,18,1,21,2,23,2,24,1,24,1,23,0,21,-2,20,-4,17,-6,15,-7,13,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-9,-19,-7,-18,-4,-16,-1,-14,2,-11,5,-7,9,-4,13,-2,17,0,20,1,23,2,26,1,27,-1,28,-3,27,-5,25,-7,23,-9,20,-9,16,-8,13,-6,10,-3,9,1,9,5,10,10,12,14,14,16]"""
1790312507.737785,"CSI_DATA,3261,98:77:e7:2d:f8:74,-52,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35760253,0,83,0,128,1,""[83,-80,4,0,-3,-32,-5,-32,-7,-32,-10,-30,-12,-27,-12,-24,-12,-20,-10,-17,-8,-14,-4,-11,0,-10,3,-9,7,-10,11,-10,14,-12,16,-13,17,-14,18,-15,19,-16,19,-15,19,-13,19,-11,18,-9,17,-6,15,-4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,-4,21,-5,19,-7,16,-8,12,-8,8,-9,3,-10,-1,-12,-6,-13,-11,-15,-14,-17,-17,-19,-19,-22,-19,-24,-18,-25,-16,-25,-14,-25,-11,-23,-9,-20,-7,-16,-6,-12,-6,-8,-7,-4,-10,-1,-13,1,-18,2,-21]"""
1790312507.737785,"CSI_DATA,3262,98:77:e7:2d:f8:74,-51,11,1,7,0,1,1,0,1,0,0,-96,0,1,0,35770168,0,83,0,128,1,""[83,-80,4,0,24,-24,23,-27,21,-29,18,-29,15,-28,11,-26,8,-23,6,-19,5,-14,5,-10,6,-5,7,-1,10,3,13,6,16,9,18,10,20,12,22,12,22,13,22,14,20,14,18,14,16,14,12,14,9,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,5,-10,20,-11,17,-11,13,-10,8,-9,2,-8,-3,-7,-8,-6,-14,-6,-19,-6,-24,-7,-27,-9,-30,-11,-31,-13,-31,-14,-29,-15,-27,-16,-24,-15,-20,-13,-16,-9,-13,-5,-10,0,-9,6,-9,11,-9,16,-11,19,-13]"""
